Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Le interesa ser contactado para participar en un grupo focal para que podamos comprender mejor sus respuestas a las preguntas de esta encuesta?,¿Hay algo más que le gustaría dejarnos saber?
2022/07/15 11:28:52 AM AST,Local;Internacional,Educación;Salud,Ninguno de estos,None,Español,Español,Español,Medios sociales,Youtube,Aplicaciones de noticias,Para nada,Un poco,Para nada,Mucho,De acuerdo,NA,En desacuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,"Otros temas en las noticias, como la religion y ayuda social"
2022/07/16 9:15:06 AM AST,Local,Deportes;Educación;Salud;Bienes raíces y propietario de vivienda;Viajes y hospitalidad,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,None,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,"Record Journal, Telemundo, News 8",Medios sociales,Mucho,Mucho,Un poco,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,No
2022/07/16 9:41:58 AM AST,Nacional;Internacional,Educación;Salud;Asuntos ambientales y cambio de climático;Tecnología,Temas acerca de los jóvenes,Negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Ninguna,Correo regular,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Puerto Rico,Sí,Puerto Rico,Prefiero no decir,Hombre,Ambos: inglés y español,Ninguno de estos,No,Sí,Sí,NOT PROVIDED,NA,NA,Me gusta los cambios para mejor.
2022/07/16 9:52:27 AM AST,Local;Estatal;Nacional,Educación;Salud;Viajes y hospitalidad,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,"Noticias, Caricaturas",Español,Español,Español,TV,Telemundo,TV,Un poco,Un poco,Para nada,Para nada,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Mujer,Español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,Nada por ahora
2022/07/16 11:25:26 AM AST,Internacional,"Políticas;Negocios locales;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,Articulos de investigative,Español,Español,Español,Medios sociales,Univision y Telemundo,Medios sociales,Un poco,Mucho,Para nada,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,USA,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Buenas preguntas y buenas encuestas
2022/07/17 10:29:09 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Negocios locales;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de propietarios de pequeñas empresas,Negocios,Español,Español,Español,Aplicaciones de noticias,Fox,TV,Mucho,Un poco,Un poco,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No tanta pobreza
2022/07/17 11:46:49 AM AST,Internacional,Políticas;Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda,Temas acerca de las personas de la tercera edad,Columnas de opinion,Español,Español,Español,TV,Telemundo,TV,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,En desacuerdo,Meriden,Sí,Mexico,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/19 6:01:43 PM AST,Local;Estatal,"Deportes;Música, arte y cultura;Educación;Salud",Temas acerca de familias con niños;Temas acerca de jóvenes,NA,Inglés,Inglés,Inglés,TV,"CNN; Record Journal

",TV,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,New York,40-49,Mujer,Inglés,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,NA
2022/07/19 6:07:58 PM AST,Estatal;Internacional,Deportes;Educación;Eventos locales,Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Historia del reggae artistas,Inglés,Inglés,Inglés,TV,CNN,TV,Un poco,Un poco,Para nada,Un poco,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Honduras,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/19 6:19:43 PM AST,Estatal;Nacional,"Música, arte y cultura;Salud;Oportunidades de participación comunitaria;Comida",Temas acerca de los jóvenes;Temas acerca de participacion comunitaria,Vida animal,Inglés,Inglés,Inglés,TV,"Telemundo 
",TV,Mucho,Un poco,Para nada,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,No,NA,NA
2022/07/19 6:34:47 PM AST,Local,Deportes;Finanzas y educación financiera,Temas acerca de familias con niños,Noticias cristianas,Español,Español,NA,TV,Telemundo,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Republica Domenicana,50-59,Hombre,Español,Ninguno de estos,Sí,No,No,REMOVED,Sí,NA,NA
2022/07/19 7:28:38 PM AST,Local;Nacional,Deportes;Educación;Salud,Ninguno de estos,Programas de alcoholismo,Ambos: inglés y español,Español,Ambos: inglés y español,Aplicaciones de noticias,Telemundo,TV,Un poco,Un poco,Para nada,Para nada,En desacuerdo,De acuerdo,Neutral,Meriden,Sí,Mexico,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/07/19 7:44:05 PM AST,Local;Estatal,Negocios locales;Educación,Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Record Journal,Aplicaciones de noticias,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/19 7:54:02 PM AST,Estatal,Educación;Salud;Finanzas y educación financiera;Bienes raíces y propietario de vivienda,Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad,NA,Español,No uso este formato,No uso este formato,TV,"Telemundo, Univisión, canal3",TV,Un poco,Un poco,Un poco,Para nada,Neutral,En desacuerdo,Neutral,Meriden,Sí,México,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,NA,NA
2022/07/20 5:39:04 PM AST,Local;Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Asuntos ambientales y cambio de climático;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes,NA,Español,Español,Español,Medios sociales,"CNN, Facebook",Medios sociales,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Panama,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,Sí,NA,NA
2022/07/21 4:11:19 PM AST,Local;Nacional,"Deportes;Políticas;Música, arte y cultura;Diversidad y justicia social;Tecnología",Temas acerca de familias con niños,NA,Inglés,Inglés,Ambos: inglés y español,TV,CNN,Aplicaciones de noticias,Un poco,Un poco,Un poco,Mucho,De acuerdo,De acuerdo,Neutral,Meriden,Sí,NY (Puerto rico),50-59,Hombre,Inglés,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,No,NA,NA
2022/07/21 4:27:48 PM AST,Local;Estatal,Deportes;Educación;Salud;Eventos locales,Temas acerca de los jóvenes,Música antigua de mexico,Español,Ambos: inglés y español,Español,Aplicaciones de noticias,Telemundo,Aplicaciones de noticias,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/07/21 4:41:06 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,"Deportes;Música, arte y cultura;Educación;Salud;Eventos locales",Temas acerca de los jóvenes,NA,Español,Español,Español,Aplicaciones de noticias,Univision,Aplicaciones de noticias,Un poco,Mucho,Un poco,Mucho,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/21 4:56:08 PM AST,Local;Regional/Nueva Inglaterra/NYC Metro,Políticas;Educación;Salud,Temas acerca de jóvenes,Salud mental,Ambos: inglés y español,Inglés,Ambos: inglés y español,TV,Fox,TV,Un poco,Mucho,Para nada,Para nada,De acuerdo,Neutral,Neutral,Newington,Sí,Puerto Rico,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,NA
2022/07/21 5:02:53 PM AST,Local;Nacional,"Música, arte y cultura;Educación;Salud;Eventos locales",Temas acerca de las personas de la tercera edad,Historia de la musica,Español,Español,Español,TV,Telemundo,TV,Un poco,Para nada,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,70 o mayor,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/21 5:10:28 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Diversidad y justicia social",Temas acerca de los jóvenes,"Historia de la cultura pop, como el rock",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,CNN,Medios sociales,Mucho,Mucho,Un poco,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Peru,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/21 5:20:43 PM AST,Local;Estatal,Deportes;Políticas;Educación;Salud,Temas acerca de jóvenes,NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Unívision,TV,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,El Salvador,18-29,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/07/21 9:41:07 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Salud;Eventos locales;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Como tener tu propio negocio,Ambos: inglés y español,NA,Ambos: inglés y español,TV,MSNBC,TV,Un poco,Un poco,Para nada,Un poco,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Republica Dominicana,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA,Me gustaria ver mas información de la Republica Dominicana
2022/07/22 10:48:00 AM AST,Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Tecnología",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Investigative articles,Español,Español,Español,TV,Facebook y canales internacionales,TV,Un poco,Para nada,Un poco,Un poco,En desacuerdo,De acuerdo,En desacuerdo,Massachusetts,Sí,Republica Domenicana,70 o mayor,Mujer,Español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,"Me gustaria mas que la comunidad cuidara a los ninos, protejer a los ninos"
2022/07/22 11:18:54 AM AST,Internacional,Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Viajes y hospitalidad,Temas acerca de los jóvenes;Temas acerca de propietarios de pequeñas empresas,Columnas de opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,CNN y Telemundo,Medios sociales,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,New Haven,Sí,Colombia,18-29,Mujer,Español,Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No por ahora
2022/07/23 9:24:59 AM AST,Local;Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Columnas de opinion,Español,Español,Español,TV,Telemundo,TV,Mucho,Para nada,Mucho,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,70 o mayor,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/07/23 9:42:44 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas;Salud;Finanzas y educación financiera;Oportunidades de participación comunitaria,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Resaltar los logros hispanos en la comunidad,Español,Español,Español,Medios sociales,NPR,Medios sociales,Un poco,Mucho,Mucho,Mucho,En desacuerdo,De acuerdo,Neutral,Meriden,Sí,Colombia,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Mas eventos latinos en la comunidad
2022/07/24 10:22:46 AM AST,Internacional,"Deportes;Música, arte y cultura;Comida",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,None,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Para nada,Para nada,Mucho,Mucho,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Ecuador,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/24 10:28:37 AM AST,Local,Educación;Finanzas y educación financiera;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Facebook,Medios sociales,Un poco,Un poco,Mucho,Para nada,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/24 10:49:12 AM AST,Internacional,Deportes;Negocios locales;Educación;Tecnología;Comida,Temas acerca de los jóvenes,Negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Un poco,Para nada,Un poco,Mucho,Neutral,En desacuerdo,En desacuerdo,Meriden,Sí,Colombia,18-29,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/24 11:06:57 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria",Temas acerca de participacion comunitaria,Opinion,Español,Español,Español,TV,Facebook,"Amistades, círculos sociales o verbalmente",Un poco,Un poco,Para nada,Mucho,Neutral,En desacuerdo,De acuerdo,Meriden,Sí,Puerto Rico,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,No
2022/07/24 11:13:06 AM AST,Internacional,Educación,Temas acerca de familias con niños,Articulos de investigative,Español,Español,Español,Medios sociales,Telemundo,TV,Mucho,Mucho,Mucho,Para nada,Neutral,De acuerdo,NA,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/24 11:36:39 AM AST,Estatal,"Deportes;Música, arte y cultura;Educación;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Columnas de negocios,Español,Español,Español,Aplicaciones de noticias,Fox,Medios sociales,Mucho,Un poco,Mucho,Un poco,Neutral,Neutral,De acuerdo,Meriden,Sí,Ecuador,18-29,Mujer,Ambos: inglés y español,Ninguno de estos,No,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/26 4:51:38 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Tecnología",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas;Temas sobre adolescentes;Temas acerca de participacion comunitaria,Ninguna en particular,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Récord journal,Aplicaciones de noticias,Mucho,Mucho,Para nada,Para nada,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/07/27 10:33:04 AM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Viajes y hospitalidad,Temas acerca de participacion comunitaria,Perfil de negocios,Español,Español,Español,TV,CNN,Medios sociales,Un poco,Un poco,Mucho,Para nada,Neutral,Neutral,De acuerdo,NA,Sí,Guatemala,18-29,Hombre,Ambos: inglés y español,Soy un estudiante,Sí,Sí,No,REMOVED,No,NA,"
No"
2022/07/27 11:40:31 AM AST,Internacional,"Educación;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de propietarios de pequeñas empresas,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Un poco,Para nada,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,El Salvador,30-39,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/28 6:05:26 PM AST,Local,Negocios locales,Temas acerca de participacion comunitaria,Articulos de investigative,Español,Español,Español,Aplicaciones de noticias,Facebook,Aplicaciones de noticias,Un poco,Un poco,Un poco,Para nada,Neutral,Neutral,De acuerdo,Meriden,Sí,Puerto Rico,40-49,Hombre,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/07/28 6:19:07 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas,Temas acerca de participacion comunitaria,Articulos de investigative,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Un poco,Mucho,Para nada,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/07/28 6:30:11 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas;Educación;Salud,Temas acerca de las personas de la tercera edad,No,Español,Español,Español,Medios sociales,Facebook,TV,Mucho,Para nada,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Waterbury,Sí,Puerto Rico,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Mas noticias positivas localmente
2022/07/28 6:44:46 PM AST,Local,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,Investigative articles,Español,Español,Español,TV,Univision,TV,Un poco,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Guatemala,30-39,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,No,NOT PROVIDED,NA,NA,Mas trabajo para la gente hispana
2022/07/28 6:50:50 PM AST,Nacional,"Deportes;Música, arte y cultura",Temas acerca de familias con niños,Articulos de investigative,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Fox,Medios sociales,Un poco,Para nada,Un poco,Para nada,Neutral,Neutral,De acuerdo,Meriden,Sí,Puerto Rico,18-29,Hombre,Ambos: inglés y español,Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No
2022/07/29 5:56:02 PM AST,None,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Viajes y hospitalidad",Temas acerca de participacion comunitaria,Salud mental,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Mucho,Mucho,Para nada,Un poco,Neutral,En desacuerdo,En desacuerdo,Bristol,Sí,Colombia,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Nada
2022/07/29 6:07:15 PM AST,Estatal,"Deportes;Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,Aplicaciones de noticias,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/07/29 6:13:32 PM AST,Internacional,Políticas;Tecnología,Temas acerca de propietarios de pequeñas empresas,Articulos de investigacion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Telemundo,TV,Para nada,Para nada,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Peru,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,No,No,NOT PROVIDED,NA,NA,No
2022/07/29 6:18:17 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Perfil de negocios,Español,Español,Español,Radio,Facebook,Aplicaciones de noticias,Un poco,Un poco,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,18-29,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,Apoyo a los latinos
2022/07/29 6:24:49 PM AST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Immigration and abortion,Español,Español,Español,TV,Telemundo y Univision,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,Quiten las almas
2022/07/29 6:30:09 PM AST,None,Finanzas y educación financiera;Tecnología,Temas acerca de propietarios de pequeñas empresas,No,Otro,Otro,Otro,Medios sociales,No,TV,Para nada,Para nada,Un poco,Para nada,Neutral,Neutral,En desacuerdo,Southington,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
