Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Le interesa ser contactado para participar en un grupo focal para que podamos comprender mejor sus respuestas a las preguntas de esta encuesta?,¿Hay algo más que le gustaría dejarnos saber?
2022/08/17 4:30:45 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Salud mental,Español,Español,Español,Medios sociales,Telemundo Univisión,Medios sociales,Un poco,Un poco,Un poco,Mucho,De acuerdo,En desacuerdo,De acuerdo,Meriden,Sí,Mexico,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,NA
2022/08/17 4:47:55 PM EST,Local;Estatal,"Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas,Negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Cnn,Medios sociales,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Venezuela,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/08/17 4:55:47 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,"Me gustaría que se hablará más y se reforzará los valores cristianismo, haciendo énfasis en lo que es el matrimonio y como fue diseñado por Dios.",Español,NA,NA,Aplicaciones de noticias,"Facebook, instagrams,Telemundo",Medios sociales,Mucho,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,En desacuerdo,Hartford,Sí,Republica Dominicana,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,Muy interesante tener acceso a noticias de fuentes confiables en español. Donde se resalten los valores más importantes de nuestra sociedad.
2022/08/17 5:02:27 PM EST,Local;Nacional,Deportes;Políticas;Educación;Salud;Eventos locales;Tecnología;Comida,Temas sobre adolescentes;Temas acerca de jóvenes,Salud,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,NA,Correo electrónico/boletines informativos,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Venezuela,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,No
2022/08/17 5:10:39 PM EST,Local,Deportes;Políticas;Educación;Salud;Tecnología,Temas acerca de participacion comunitaria,Más historia,NA,NA,Inglés,Correo electrónico/boletines informativos,fox news,Correo electrónico/boletines informativos,Para nada,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Usa (Puerto Rico),50-59,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,NA,No
2022/08/17 5:15:08 PM EST,Local;Nacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Artículos de investigación,Inglés,Inglés,Inglés,Medios sociales,"Facebook, Wtnh",Medios sociales,Un poco,Mucho,Mucho,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Meriden,30-39,Mujer,Inglés,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,NA,No
2022/08/18 12:59:13 PM EST,Local;Estatal,Políticas;Negocios locales;Educación;Salud;Eventos locales,Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Artículos de investigación,Español,Español,Español,Correo electrónico/boletines informativos,Record journal,Correo electrónico/boletines informativos,Un poco,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,NA
2022/08/18 2:39:56 PM EST,Local,Negocios locales;Educación;Eventos locales;Oportunidades de participación comunitaria;Comida,Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Sería bueno una lista de trabajos para personas que no hablan inglés,Español,Español,Español,"Amistades, círculos sociales o verbalmente",NA,Periódicos,NA,NA,NA,NA,NA,NA,NA,Meriden,Sí,Estado unidos,18-29,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,No,NA,NA
2022/08/18 5:34:39 PM EST,Local;Estatal;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Noticias locales,Ambos: inglés y español,Español,Español,TV,Facebook,TV,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Colombia,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/08/18 5:53:46 PM EST,Local;Estatal,"Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,"Fox, Facebook,",TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Usa,60-69,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad;Soy propietario de una empresa pequeña,Sí,Sí,Sí,REMOVED,No,NA,Ya recibo el boletín electrónico de Récord Journal
2022/08/19 4:19:32 PM EST,Internacional,Salud;Finanzas y educación financiera;Viajes y hospitalidad;Comida,Temas acerca de las personas de la tercera edad,Articulos de opinion,Español,Español,Español,TV,La voz y Telemundo,TV,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,No comentarios
2022/08/19 4:58:57 PM EST,Internacional,Asuntos ambientales y cambio de climático;Tecnología,Temas acerca de participacion comunitaria,Articulos de investigative,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Un poco,Mucho,Mucho,Para nada,Neutral,De acuerdo,De acuerdo,Massachusetts,Sí,Ecuador,30-39,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,La comunidad tiene que ser más unida
2022/08/19 5:06:00 PM EST,Local;Internacional,Políticas;Tecnología,Temas acerca de participacion comunitaria,Articulos de investigative,Español,Español,Español,Medios sociales,"Telemundo, CNN y el Facebook",Aplicaciones de noticias,Mucho,Para nada,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Venezuela,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/19 5:10:01 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,None,Español,Español,Español,Aplicaciones de noticias,Telemundo y Univision,Periódicos,Mucho,Para nada,Para nada,Un poco,Neutral,En desacuerdo,En desacuerdo,Meriden,Sí,Venezuela,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/19 5:17:27 PM EST,Local;Internacional,Políticas;Negocios locales;Educación;Salud;Tecnología,Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Articulos de investigacion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Radio,"CNN,NPR and fox news",Radio,Un poco,Mucho,Un poco,Un poco,De acuerdo,En desacuerdo,En desacuerdo,Waterbury,Sí,USA,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,"Noticias locales hacia los latinos, cosas que pasan aquí en la community"
2022/08/19 5:31:45 PM EST,NA,None,Temas acerca de familias con niños,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Otros,Aplicaciones de noticias,Mucho,Para nada,Mucho,Mucho,De acuerdo,En desacuerdo,De acuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,No,No,NOT PROVIDED,NA,NA,No
2022/08/19 5:41:35 PM EST,Nacional,"Música, arte y cultura",Temas acerca de jóvenes,Otro tema,Español,Español,Español,Medios sociales,"Facebook, ig y univision",Medios sociales,Un poco,Para nada,Mucho,Un poco,Neutral,Neutral,De acuerdo,Cheshire,Sí,Mexico,18-29,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA,No comments
2022/08/20 9:29:32 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Reporte,Temas acerca de participacion comunitaria,Negocios,Español,Español,Español,Correo electrónico/boletines informativos,Univision,TV,Para nada,Mucho,Un poco,Un poco,Neutral,De acuerdo,De acuerdo,Waterbury,Sí,Ecuador,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 9:36:24 AM EST,Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,"Todos, perfiles de noticias",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Facebook,Medios sociales,Un poco,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,"Enfocarnos más en la comunidad, incrementar más negocios, las calles mejorarlas"
2022/08/20 9:42:45 AM EST,Internacional,Asuntos ambientales y cambio de climático,Temas acerca de las personas de la tercera edad,Columna de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision,Aplicaciones de noticias,Un poco,Mucho,Un poco,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,El Salvador,40-49,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 9:57:26 AM EST,Local,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Tecnología",Temas acerca de familias con niños,Articulos de investigacion,Español,Español,Español,Medios sociales,Telemundo,Medios sociales,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Hombre,Español,Ninguno de estos,Sí,No,No,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 10:14:35 AM EST,Local,Educación,Temas acerca de las personas de la tercera edad,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y Unision,TV,Un poco,Un poco,Mucho,Un poco,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Mexico,70 o mayor,Hombre,Español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 10:40:48 AM EST,Estatal,Negocios locales;Salud;Eventos locales,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Articulos de investigacion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y Univision,TV,Mucho,Un poco,Un poco,Un poco,De acuerdo,Neutral,De acuerdo,Wallingford,Sí,Mexico,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,Mas enfoque en la comunidad latina.
2022/08/20 10:49:08 AM EST,Local,Deportes,Temas acerca de propietarios de pequeñas empresas,Caricaturas,Español,Español,Español,Aplicaciones de noticias,Telemundo,Medios sociales,Un poco,Para nada,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,El Salvador,18-29,Hombre,Español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 10:56:14 AM EST,Internacional,Salud,Temas acerca de participacion comunitaria,Articulos de investigacion,Español,Español,Español,TV,Facebook,Medios sociales,Un poco,Para nada,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/20 11:06:13 AM EST,Nacional,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y Univision,Aplicaciones de noticias,Un poco,Un poco,Un poco,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Republica Domenicana,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/20 11:16:57 AM EST,Internacional,"Políticas;Música, arte y cultura",Temas acerca de familias con niños,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,En desacuerdo,Meriden,Sí,Ecuador,18-29,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No comentarios
2022/08/20 11:30:58 AM EST,Internacional,NA,Temas acerca de propietarios de pequeñas empresas,"Cosas que pasan en el mundo, temas de Africa y Ukrainia, Israel",Inglés,Inglés,Inglés,Aplicaciones de noticias,"None of the,",Medios sociales,Para nada,Para nada,Un poco,Un poco,En desacuerdo,En desacuerdo,En desacuerdo,Meriden,Sí,Puerto Rico,60-69,Hombre,Español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/20 11:38:44 AM EST,Local;Nacional,Salud;Finanzas y educación financiera,Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,"Perfil de negocios, realstate",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Mucho,Mucho,Mucho,Mucho,De acuerdo,Neutral,Neutral,Meriden,Sí,Republica Domenicana,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments.
2022/08/20 11:49:53 AM EST,Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Caricaturas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,Medios sociales,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,Neutral,New Britain,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/21 8:46:00 AM EST,Local,Políticas,Temas acerca de familias con niños,NA,Español,NA,NA,NA,NA,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,NA
2022/08/21 8:48:09 AM EST,Local;Estatal;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Tema de salud,Español,Inglés,Inglés,TV,Telemundo,Periódicos,Mucho,Un poco,Para nada,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,NA
2022/08/21 8:55:17 AM EST,Local;Nacional,Políticas;Salud;Eventos locales;Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social,Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,NA,Español,NA,Español,Textos,NA,Medios sociales,Un poco,Mucho,Mucho,NA,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,60-69,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/08/21 8:56:56 AM EST,Local;Nacional;Internacional,Políticas;Educación;Salud;Tecnología,Temas sobre adolescentes,Artículos de investigación,Español,Español,Español,Aplicaciones de noticias,Redes sociales,Por celular,Para nada,Un poco,Un poco,Mucho,Neutral,En desacuerdo,Neutral,Wallingford,Sí,México,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No
2022/08/21 9:00:36 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional;No,"Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria;Ninguno de estos,Todo,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Textos,Facebook,Textos,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA,NA
2022/08/21 9:17:18 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Cómo enfrentar la crisis económica.,Español,No uso este formato,Español,TV,"Univision, Telemundo, canal 3",Periódicos,Un poco,Mucho,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Mujer,Español,Soy un estudiante,Sí,Sí,No,NOT PROVIDED,No,NA,Me gusta el objetivo de la encuesta porque si Récord Journal pública en Espanol estaré más informada
2022/08/21 9:23:40 AM EST,Internacional,Políticas,Temas acerca de familias con niños,Noticias,Español,Español,Español,TV,Telemundo,TV,Un poco,Para nada,Mucho,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Guatemala,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/21 9:24:28 AM EST,Local;Estatal;Internacional,"Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Nuevas innovaciones que se están dando a cabo en nuestro laboratorios locales para beneficio de salud a nuestra comunidad. También sería bueno incluir paneles de información para padres de familia en cómo navegar las aplicaciones a becas e universidades.,NA,Español,Español,Aplicaciones de noticias,Telemundo y NPR,Correo electrónico/boletines informativos,Un poco,Un poco,Para nada,Un poco,Neutral,En desacuerdo,En desacuerdo,Meriden,Sí,Panama,18-29,Mujer,Español,Soy un estudiante,Sí,Sí,Sí,NOT PROVIDED,Sí,NA,Las oportunidades se abren por lo que único sabe. Por eso es  tan importante que información para desarrollo personal e professional sean accesibles a la comunidad.
2022/08/21 9:35:46 AM EST,Internacional,Políticas;Salud,Temas acerca de familias con niños;Temas sobre adolescentes,Articulos de investigacion,Inglés,Inglés,Inglés,Medios sociales,CNN y Univision,TV,Mucho,Mucho,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,USA,40-49,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/21 9:41:30 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Todos,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Cualquiera,"Amistades, círculos sociales o verbalmente",Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA,No comments
2022/08/21 9:45:34 AM EST,None,Educación,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Investigacion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Un poco,Mucho,Mucho,Un poco,Neutral,Neutral,Neutral,Waterbury,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA,No comments
2022/08/21 10:28:46 AM EST,Estatal,Educación;Salud;Finanzas y educación financiera;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Perfil de negocios.,Español,NA,NA,Periódicos,Facebook.,Aplicaciones de noticias,Un poco,NA,NA,NA,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador.,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,No,REMOVED,No,NA,NA
2022/08/21 10:36:23 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Salud,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Articulos de opinion,Español,Español,Español,TV,Facebook,Aplicaciones de noticias,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,USA,60-69,Mujer,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,NA,NA,La comunidad necesita más ayuda especialmente los adultos Latinos
